单市,1,治理ETF,2017-01-03,510010,5.21
单市,2,超大ETF,2017-01-03,510020,1.14
单市,3,价值ETF,2017-01-03,510030,0.34
单市,4,50ETF,2017-01-03,510050,128.14
单市,5,央企ETF,2017-01-03,510060,1.41
单市,6,民企ETF,2017-01-03,510070,0.52
单市,7,责任ETF,2017-01-03,510090,0.80
单市,8,周期ETF,2017-01-03,510110,0.13
单市,9,非周ETF,2017-01-03,510120,0.12
单市,10,中盘ETF,2017-01-03,510130,0.73
单市,11,消费ETF,2017-01-03,510150,0.30
单市,12,小康ETF,2017-01-03,510160,15.38
单市,13,商品ETF,2017-01-03,510170,0.86
单市,14,180ETF,2017-01-03,510180,58.05
单市,15,龙头ETF,2017-01-03,510190,0.38
单市,16,综指ETF,2017-01-03,510210,0.41
单市,17,中小ETF,2017-01-03,510220,0.06
单市,18,金融ETF,2017-01-03,510230,6.51
单市,19,新兴ETF,2017-01-03,510260,0.75
单市,20,国企ETF,2017-01-03,510270,0.24
单市,21,成长ETF,2017-01-03,510280,0.39
单市,22,380ETF,2017-01-03,510290,1.68
跨市,23,300ETF,2017-01-03,510300,53.10
跨市,24,HS300ETF,2017-01-03,510310,25.38
跨市,25,华夏300,2017-01-03,510330,45.77
跨市,26,广发300,2017-01-03,510360,16.50
单市,27,资源ETF,2017-01-03,510410,1.15
单市,28,180EWETF,2017-01-03,510420,0.73
单市,29,50等权,2017-01-03,510430,0.72
单市,30,500沪市,2017-01-03,510440,0.22
跨市,31,500ETF,2017-01-03,510500,25.55
跨市,32,广发500,2017-01-03,510510,7.91
跨市,33,诺安500,2017-01-03,510520,1.01
跨市,34,国寿500,2017-01-03,510560,2.04
跨市,35,ZZ500,2017-01-03,510580,0.01
单市,36,消费行业,2017-01-03,510630,1.29
单市,37,金融行业,2017-01-03,510650,0.34
单市,38,医药行业,2017-01-03,510660,0.62
单市,39,万家380,2017-01-03,510680,0.03
单市,40,上50ETF,2017-01-03,510710,0.60
单市,41,上海国企,2017-01-03,510810,152.57
单市,42,红利ETF,2017-01-03,510880,3.11
跨境,43,H股ETF,2017-01-03,510900,90.55
单市,44,国债ETF,2017-01-03,511010,0.05
单市,45,企债ETF,2017-01-03,511210,0.00
单市,46,城投ETF,2017-01-03,511220,0.61
单市,47,德邦货币,2017-01-03,511760,0.00
单市,48,景顺货币,2017-01-03,511890,0.07
跨市,49,券商ETF,2017-01-03,512000,1.50
跨市,50,医药ETF,2017-01-03,512010,0.21
跨市,51,非银ETF,2017-01-03,512070,6.34
跨市,52,1000ETF,2017-01-03,512100,1.68
跨市,53,中证医药,2017-01-03,512120,0.48
跨市,54,景顺食品,2017-01-03,512210,0.51
跨市,55,景顺TMT,2017-01-03,512220,3.67
跨市,56,景顺医药,2017-01-03,512230,0.26
跨市,57,500医药,2017-01-03,512300,0.53
跨市,58,500工业,2017-01-03,512310,1.34
跨市,59,500信息,2017-01-03,512330,1.83
跨市,60,500原料,2017-01-03,512340,0.91
跨市,61,中证500,2017-01-03,512500,3.12
跨市,62,ETF500,2017-01-03,512510,2.66
跨市,63,主要消费,2017-01-03,512600,0.08
跨市,64,医药卫生,2017-01-03,512610,0.19
跨市,65,金融地产,2017-01-03,512640,0.34
跨市,66,军工ETF,2017-01-03,512660,1.41
跨市,67,军工基金,2017-01-03,512680,3.53
跨市,68,军工行业,2017-01-03,512810,2.05
跨市,69,证券ETF,2017-01-03,512880,1.39
跨市,70,MSCIA股,2017-01-03,512990,3.34
跨境,71,德国30,2017-01-03,513030,1.71
跨境,72,纳指ETF,2017-01-03,513100,1.00
跨境,73,标普500,2017-01-03,513500,1.95
跨境,74,恒指ETF,2017-01-03,513600,0.27
跨境,75,恒生通,2017-01-03,513660,9.92
单市,76,国泰黄金,2017-01-03,518800,3.28
单市,77,黄金ETF,2017-01-03,518880,24.03
单市,1,治理ETF,2017-01-04,510010,5.21
单市,2,超大ETF,2017-01-04,510020,1.15
单市,3,价值ETF,2017-01-04,510030,0.34
单市,4,50ETF,2017-01-04,510050,127.61
单市,5,央企ETF,2017-01-04,510060,1.41
单市,6,民企ETF,2017-01-04,510070,0.52
单市,7,责任ETF,2017-01-04,510090,0.80
单市,8,周期ETF,2017-01-04,510110,0.13
单市,9,非周ETF,2017-01-04,510120,0.12
单市,10,中盘ETF,2017-01-04,510130,0.73
单市,11,消费ETF,2017-01-04,510150,0.30
单市,12,小康ETF,2017-01-04,510160,15.38
单市,13,商品ETF,2017-01-04,510170,0.86
单市,14,180ETF,2017-01-04,510180,58.04
单市,15,龙头ETF,2017-01-04,510190,0.38
单市,16,综指ETF,2017-01-04,510210,0.41
单市,17,中小ETF,2017-01-04,510220,0.06
单市,18,金融ETF,2017-01-04,510230,6.51
单市,19,新兴ETF,2017-01-04,510260,0.75
单市,20,国企ETF,2017-01-04,510270,0.24
单市,21,成长ETF,2017-01-04,510280,0.39
单市,22,380ETF,2017-01-04,510290,1.68
跨市,23,300ETF,2017-01-04,510300,52.77
跨市,24,HS300ETF,2017-01-04,510310,25.38
跨市,25,华夏300,2017-01-04,510330,45.78
