单市,1,治理ETF,2016-01-04,510010,6.52
单市,2,超大ETF,2016-01-04,510020,1.13
单市,3,价值ETF,2016-01-04,510030,0.44
单市,4,50ETF,2016-01-04,510050,124.04
单市,5,央企ETF,2016-01-04,510060,1.75
单市,6,民企ETF,2016-01-04,510070,0.55
单市,7,责任ETF,2016-01-04,510090,0.89
单市,8,周期ETF,2016-01-04,510110,0.17
单市,9,非周ETF,2016-01-04,510120,0.14
单市,10,中盘ETF,2016-01-04,510130,0.84
单市,11,消费ETF,2016-01-04,510150,0.43
单市,12,小康ETF,2016-01-04,510160,15.52
单市,13,商品ETF,2016-01-04,510170,0.87
单市,14,180ETF,2016-01-04,510180,60.23
单市,15,龙头ETF,2016-01-04,510190,0.41
单市,16,综指ETF,2016-01-04,510210,0.45
单市,17,中小ETF,2016-01-04,510220,0.07
单市,18,金融ETF,2016-01-04,510230,6.60
单市,19,新兴ETF,2016-01-04,510260,0.81
单市,20,国企ETF,2016-01-04,510270,0.27
单市,21,成长ETF,2016-01-04,510280,0.54
单市,22,380ETF,2016-01-04,510290,1.66
跨市,23,300ETF,2016-01-04,510300,57.59
跨市,24,HS300ETF,2016-01-04,510310,27.28
跨市,25,华夏300,2016-01-04,510330,46.48
跨市,26,广发300,2016-01-04,510360,0.26
单市,27,资源ETF,2016-01-04,510410,1.17
单市,28,180EWETF,2016-01-04,510420,1.42
单市,29,50等权,2016-01-04,510430,0.76
单市,30,500沪市,2016-01-04,510440,0.24
单市,31,180高ETF,2016-01-04,510450,0.05
跨市,32,500ETF,2016-01-04,510500,26.13
跨市,33,广发500,2016-01-04,510510,8.01
跨市,34,诺安500,2016-01-04,510520,1.05
跨市,35,国寿500,2016-01-04,510560,3.42
跨市,36,ZZ500,2016-01-04,510580,0.02
单市,37,能源行业,2016-01-04,510610,0.44
单市,38,材料行业,2016-01-04,510620,0.32
单市,39,消费行业,2016-01-04,510630,1.93
单市,40,金融行业,2016-01-04,510650,0.83
单市,41,医药行业,2016-01-04,510660,1.15
单市,42,万家380,2016-01-04,510680,0.04
单市,43,百强ETF,2016-01-04,510700,0.04
单市,44,上50ETF,2016-01-04,510710,0.85
